item_id,api_mean_quality,api_sd_quality,api_mean_risk,api_sd_risk,n_api_judges_success,domain,concept,task_type,expert_quality,expert_risk,original_web_quality,original_web_risk,min_quality_provider,min_quality,max_quality_provider,max_quality,min_risk_provider,min_risk,max_risk_provider,max_risk,quality_range,risk_range,risk_disagreement_rank,quality_disagreement_rank
ITEM_088,1.1111111111111112,0.26666666666666666,3.2222222222222223,2.1081851067789197,9,Climate/Environment,二氧化碳的气候作用,C,4.75,1.0,4.555555555555555,1.0,anthropic,1.0,gemini,1.8,gemini,1.0,openai,5.0,0.8,4.0,1,126
ITEM_242,1.1111111111111112,0.26666666666666666,3.2222222222222223,2.1081851067789197,9,Physics,净力与加速度,C,3.916666666666667,2.5,4.333333333333333,1.0,anthropic,1.0,gemini,1.8,gemini,1.0,openai,5.0,0.8,4.0,1,126
ITEM_431,1.0666666666666667,0.14142135623730948,3.2222222222222223,2.1081851067789197,9,Chemistry,化学键,C,4.5,1.5,4.75,1.25,gemini,1.0,qwen,1.4,gemini,1.0,openai,5.0,0.3999999999999999,4.0,1,135
ITEM_069,1.0666666666666667,0.14142135623730945,3.2222222222222223,2.1081851067789197,9,Chemistry,相变,C,4.5,1.5,4.444444444444445,1.0,gemini,1.0,kimi,1.4,gemini,1.0,openai,5.0,0.3999999999999999,4.0,1,137
ITEM_708,1.0666666666666667,0.14142135623730945,3.2222222222222223,2.1081851067789197,9,Biology,光合作用与细胞呼吸,C,4.611111111111111,1.0,4.875,1.0,gemini,1.0,kimi,1.4,gemini,1.0,openai,5.0,0.3999999999999999,4.0,1,137
ITEM_702,1.0444444444444445,0.13333333333333333,3.2222222222222223,2.1081851067789197,9,Chemistry,溶液浓度与稀释,C,4.75,1.5,4.75,1.0,gemini,1.0,openai,1.4,gemini,1.0,openai,5.0,0.3999999999999999,4.0,1,143
ITEM_261,1.0222222222222221,0.06666666666666671,3.2222222222222223,2.1081851067789197,9,Geoscience,岩石循环,C,4.944444444444444,1.3333333333333333,4.555555555555555,1.0,gemini,1.0,openai,1.2,gemini,1.0,openai,5.0,0.19999999999999996,4.0,1,145
ITEM_540,1.0222222222222221,0.06666666666666671,3.2222222222222223,2.1081851067789197,9,Climate/Environment,自然变率与人为影响,C,4.583333333333334,1.5,4.666666666666667,1.0,gemini,1.0,openai,1.2,gemini,1.0,openai,5.0,0.19999999999999996,4.0,1,145
ITEM_608,1.0222222222222221,0.06666666666666671,3.2222222222222223,2.1081851067789197,9,Chemistry,物质微粒观,C,4.416666666666667,1.5,4.5,1.25,gemini,1.0,openai,1.2,gemini,1.0,openai,5.0,0.19999999999999996,4.0,1,145
ITEM_448,1.0,0.0,3.2222222222222223,2.1081851067789197,9,Climate/Environment,二氧化碳的气候作用,C,4.833333333333334,1.0,4.875,1.0,openai,1.0,openai,1.0,gemini,1.0,openai,5.0,0.0,4.0,1,171
ITEM_511,1.0,0.0,3.2222222222222223,2.1081851067789197,9,Physics,惯性,C,3.916666666666667,2.0,4.777777777777778,1.0,openai,1.0,openai,1.0,gemini,1.0,openai,5.0,0.0,4.0,1,171
ITEM_625,1.0,0.0,3.2222222222222223,2.1081851067789197,9,Climate/Environment,温室效应,C,4.166666666666666,1.0,4.75,1.0,openai,1.0,openai,1.0,gemini,1.0,openai,5.0,0.0,4.0,1,171
ITEM_522,1.1111111111111112,0.26666666666666666,3.111111111111111,2.0275875100994063,9,Chemistry,溶液浓度与稀释,C,4.75,1.5,4.666666666666667,1.0,gemini,1.0,kimi,1.8,gemini,1.0,anthropic,5.0,0.8,4.0,13,126
ITEM_425,1.088888888888889,0.17638342073763932,3.111111111111111,2.0275875100994063,9,Physics,圆周运动,C,4.25,2.5,4.875,1.0,gemini,1.0,openai,1.4,gemini,1.0,anthropic,5.0,0.3999999999999999,4.0,13,132
ITEM_602,1.088888888888889,0.14529663145135574,3.111111111111111,2.0275875100994063,9,Physics,净力与加速度,C,4.333333333333333,2.5,4.75,1.0,anthropic,1.0,kimi,1.4,gemini,1.0,anthropic,5.0,0.3999999999999999,4.0,13,134
ITEM_082,1.0666666666666667,0.14142135623730945,3.111111111111111,2.0275875100994063,9,Geoscience,地震成因,C,4.777777777777778,1.0,4.555555555555555,1.0,gemini,1.0,kimi,1.4,gemini,1.0,anthropic,5.0,0.3999999999999999,4.0,13,137
ITEM_064,1.0222222222222221,0.06666666666666671,3.111111111111111,2.0275875100994063,9,Physics,抛体运动,C,2.166666666666667,4.5,4.111111111111111,1.2222222222222223,gemini,1.0,openai,1.2,gemini,1.0,anthropic,5.0,0.19999999999999996,4.0,13,145
ITEM_081,1.0222222222222221,0.06666666666666671,3.111111111111111,2.0275875100994063,9,Geoscience,岩石循环,C,5.0,1.0,4.555555555555555,1.0,gemini,1.0,openai,1.2,gemini,1.0,anthropic,5.0,0.19999999999999996,4.0,13,145
ITEM_249,1.0222222222222221,0.06666666666666671,3.111111111111111,2.0275875100994063,9,Chemistry,相变,C,4.583333333333334,1.5,4.444444444444445,1.0,gemini,1.0,openai,1.2,gemini,1.0,anthropic,5.0,0.19999999999999996,4.0,13,145
ITEM_430,1.0222222222222221,0.06666666666666671,3.111111111111111,2.0275875100994063,9,Chemistry,化学反应与物理变化,C,4.583333333333334,1.5,4.875,1.0,gemini,1.0,openai,1.2,gemini,1.0,anthropic,5.0,0.19999999999999996,4.0,13,145
ITEM_449,1.0222222222222221,0.06666666666666671,3.111111111111111,2.0275875100994063,9,Climate/Environment,海洋垃圾与塑料污染,C,4.75,1.0,4.75,1.0,gemini,1.0,openai,1.2,gemini,1.0,anthropic,5.0,0.19999999999999996,4.0,13,145
ITEM_529,1.0222222222222221,0.06666666666666671,3.111111111111111,2.0275875100994063,9,Geoscience,板块构造,C,4.277777777777778,2.0,4.777777777777778,1.0,gemini,1.0,openai,1.2,gemini,1.0,anthropic,5.0,0.19999999999999996,4.0,13,145
ITEM_607,1.0222222222222221,0.06666666666666671,3.111111111111111,2.0275875100994063,9,Chemistry,质量守恒,C,4.833333333333334,1.0,4.875,1.0,gemini,1.0,openai,1.2,gemini,1.0,anthropic,5.0,0.19999999999999996,4.0,13,145
ITEM_620,1.0222222222222221,0.06666666666666671,3.111111111111111,2.0275875100994063,9,Geoscience,地质时间,C,5.0,1.0,4.625,1.0,gemini,1.0,openai,1.2,gemini,1.0,anthropic,5.0,0.19999999999999996,4.0,13,145
ITEM_243,1.0222222222222221,0.06666666666666671,3.6666666666666665,2.0,9,Physics,牛顿第三定律,C,4.083333333333333,2.5,4.555555555555555,1.0,gemini,1.0,openai,1.2,gemini,1.0,openai,5.0,0.19999999999999996,4.0,25,145
ITEM_443,1.0222222222222221,0.06666666666666671,2.3333333333333335,2.0,9,Geoscience,火山与板块边界,C,4.777777777777778,1.0,4.875,1.0,gemini,1.0,openai,1.2,gemini,1.0,openai,5.0,0.19999999999999996,4.0,25,145
ITEM_626,1.0222222222222221,0.06666666666666671,3.0,2.0,9,Climate/Environment,天气与气候,C,4.583333333333334,1.5,4.875,1.0,gemini,1.0,openai,1.2,gemini,1.0,openai,5.0,0.19999999999999996,4.0,25,145
ITEM_696,1.0222222222222221,0.06666666666666668,3.6666666666666665,2.0,9,Physics,摩擦力与运动,C,4.166666666666666,2.5,4.75,1.0,openai,1.0,gemini,1.2,gemini,1.0,openai,5.0,0.19999999999999996,4.0,25,170
ITEM_809,1.088888888888889,0.2666666666666667,3.6666666666666665,1.9999999999999998,9,Climate/Environment,海洋垃圾与塑料污染,C,4.75,1.5,4.75,1.0,openai,1.0,gemini,1.8,glm,1.0,openai,5.0,0.8,4.0,29,125
ITEM_791,1.0,0.0,3.6666666666666665,1.9999999999999998,9,Chemistry,化学键,C,4.666666666666666,1.5,4.75,1.0,openai,1.0,openai,1.0,glm,1.0,openai,5.0,0.0,4.0,29,171
ITEM_076,1.0666666666666667,0.14142135623730945,3.4444444444444446,1.9436506316151,9,Biology,遗传信息与性状,C,4.611111111111111,1.0,4.666666666666667,1.0,gemini,1.0,kimi,1.4,gemini,1.0,openai,5.0,0.3999999999999999,4.0,31,137
ITEM_613,1.0444444444444445,0.13333333333333333,3.4444444444444446,1.9436506316151,9,Biology,自然选择,C,4.444444444444444,1.0,4.875,1.0,gemini,1.0,openai,1.4,glm,1.0,openai,5.0,0.3999999999999999,4.0,31,143
ITEM_442,1.0222222222222221,0.06666666666666671,3.5555555555555554,1.9436506316151,9,Geoscience,地震成因,C,4.333333333333333,1.6666666666666667,4.875,1.0,gemini,1.0,openai,1.2,gemini,1.0,anthropic,5.0,0.19999999999999996,4.0,31,145
ITEM_523,1.0222222222222221,0.06666666666666671,3.4444444444444446,1.9436506316151,9,Biology,自然选择,C,4.388888888888889,1.6666666666666667,4.777777777777778,1.2222222222222223,gemini,1.0,openai,1.2,glm,1.0,openai,5.0,0.19999999999999996,4.0,31,145
ITEM_535,1.0222222222222221,0.06666666666666671,3.5555555555555554,1.9436506316151,9,Climate/Environment,温室效应,C,4.333333333333333,1.0,4.777777777777778,1.0,gemini,1.0,openai,1.2,gemini,1.0,anthropic,5.0,0.19999999999999996,4.0,31,145
ITEM_254,1.0,0.0,3.4444444444444446,1.9436506316151,9,Biology,进化没有预设目标,C,4.5,1.0,4.555555555555555,1.0,openai,1.0,openai,1.0,gemini,1.0,openai,5.0,0.0,4.0,31,171
ITEM_267,1.0,0.0,3.4444444444444446,1.9436506316151,9,Climate/Environment,全球变暖与气候变化,C,4.916666666666666,1.0,4.555555555555555,1.0,openai,1.0,openai,1.0,glm,1.0,openai,5.0,0.0,4.0,31,171
ITEM_619,1.0,0.0,3.4444444444444446,1.9436506316151,9,Geoscience,板块构造,C,3.6666666666666665,2.333333333333333,4.875,1.0,openai,1.0,openai,1.0,glm,1.0,openai,5.0,0.0,4.0,31,171
ITEM_075,1.1555555555555557,0.27888667551135854,3.5555555555555554,1.9436506316150999,9,Biology,随机变异与非随机选择,C,4.222222222222222,2.333333333333333,4.555555555555555,1.0,anthropic,1.0,gemini,1.8,glm,1.0,gemini,5.0,0.8,4.0,39,121
ITEM_528,1.1555555555555557,0.2788866755113585,3.5555555555555554,1.9436506316150999,9,Biology,光合作用与细胞呼吸,C,4.166666666666667,1.3333333333333333,4.666666666666667,1.0,anthropic,1.0,gemini,1.8,glm,1.0,gemini,5.0,0.8,4.0,39,122
ITEM_070,1.0666666666666667,0.14142135623730945,3.5555555555555554,1.9436506316150999,9,Chemistry,化学反应与物理变化,C,4.666666666666666,1.5,4.666666666666667,1.0,anthropic,1.0,gemini,1.4,glm,1.0,gemini,5.0,0.3999999999999999,4.0,39,137
ITEM_260,1.0222222222222221,0.06666666666666671,3.5555555555555554,1.9436506316150999,9,Geoscience,地质时间,C,4.555555555555555,2.333333333333333,4.222222222222222,1.0,gemini,1.0,openai,1.2,glm,1.0,gemini,5.0,0.19999999999999996,4.0,39,145
ITEM_720,1.0222222222222221,0.06666666666666671,3.2222222222222223,1.922093765778466,9,Climate/Environment,自然变率与人为影响,C,4.916666666666666,1.5,4.875,1.0,gemini,1.0,openai,1.2,glm,1.0,anthropic,5.0,0.19999999999999996,4.0,43,145
ITEM_517,1.1333333333333333,0.33166247903553997,2.888888888888889,1.90029237516523,9,Chemistry,质量守恒,C,4.583333333333334,1.0,4.777777777777778,1.0,gemini,1.0,qwen,2.0,gemini,1.0,anthropic,5.0,1.0,4.0,44,116
ITEM_424,1.1555555555555557,0.2788866755113585,2.888888888888889,1.90029237516523,9,Physics,抛体运动,C,4.583333333333334,3.0,4.625,1.125,gemini,1.0,kimi,1.8,gemini,1.0,anthropic,5.0,0.8,4.0,44,122
ITEM_803,1.1333333333333333,0.22360679774997896,2.888888888888889,1.90029237516523,9,Geoscience,火山与板块边界,C,4.333333333333333,1.6666666666666667,4.875,1.0,gemini,1.0,qwen,1.6,gemini,1.0,anthropic,5.0,0.6000000000000001,4.0,44,129
ITEM_436,1.088888888888889,0.17638342073763935,2.888888888888889,1.90029237516523,9,Biology,遗传信息与性状,C,4.611111111111111,1.0,4.875,1.25,gemini,1.0,openai,1.4,gemini,1.0,anthropic,5.0,0.3999999999999999,4.0,44,131
ITEM_797,1.0666666666666667,0.14142135623730948,2.888888888888889,1.90029237516523,9,Biology,能量流动与物质循环,C,4.555555555555555,1.0,4.875,1.25,gemini,1.0,qwen,1.4,gemini,1.0,anthropic,5.0,0.3999999999999999,4.0,44,135
ITEM_266,1.0,0.0,2.888888888888889,1.90029237516523,9,Climate/Environment,天气与气候,C,4.75,1.0,4.555555555555555,1.0,openai,1.0,openai,1.0,gemini,1.0,deepseek,5.0,0.0,4.0,44,171
ITEM_534,1.1333333333333333,0.2236067977499789,3.3333333333333335,1.8708286933869707,9,Geoscience,地球内部结构,C,4.722222222222222,1.3333333333333333,4.777777777777778,1.0,gemini,1.0,kimi,1.6,gemini,1.0,deepseek,5.0,0.6000000000000001,4.0,50,130
ITEM_248,1.0222222222222221,0.06666666666666671,3.3333333333333335,1.8708286933869707,9,Chemistry,物质微粒观,C,4.333333333333333,1.5,4.555555555555555,1.0,gemini,1.0,openai,1.2,gemini,1.0,anthropic,5.0,0.19999999999999996,4.0,50,145
ITEM_255,1.0222222222222221,0.06666666666666671,3.3333333333333335,1.8708286933869707,9,Biology,随机变异与非随机选择,C,4.611111111111111,1.0,4.555555555555555,1.0,gemini,1.0,openai,1.2,glm,1.0,anthropic,5.0,0.19999999999999996,4.0,50,145
ITEM_614,1.0222222222222221,0.06666666666666671,3.3333333333333335,1.8708286933869707,9,Biology,进化没有预设目标,C,4.611111111111111,1.0,4.875,1.0,gemini,1.0,openai,1.2,glm,1.0,anthropic,5.0,0.19999999999999996,4.0,50,145
ITEM_785,1.0222222222222221,0.06666666666666671,3.3333333333333335,1.8708286933869707,9,Physics,圆周运动,C,4.416666666666666,3.0,4.875,1.0,gemini,1.0,openai,1.2,glm,1.0,anthropic,5.0,0.19999999999999996,4.0,50,145
ITEM_087,1.0,0.0,3.3333333333333335,1.8708286933869707,9,Climate/Environment,全球变暖与气候变化,C,4.75,1.0,4.555555555555555,1.2222222222222223,openai,1.0,openai,1.0,glm,1.0,gemini,5.0,0.0,4.0,50,171
ITEM_601,1.0,0.0,4.111111111111111,1.7638342073763935,9,Physics,惯性,C,3.916666666666667,2.0,4.75,1.0,openai,1.0,openai,1.0,glm,1.0,openai,5.0,0.0,4.0,56,171
ITEM_437,1.0666666666666667,0.14142135623730945,3.0,1.7320508075688772,9,Biology,能量流动与物质循环,C,4.555555555555555,1.0,4.875,1.0,gemini,1.0,kimi,1.4,gemini,1.0,deepseek,5.0,0.3999999999999999,4.0,57,137
ITEM_516,1.1111111111111112,0.1763834207376393,3.7777777777777777,1.7159383568311668,9,Physics,摩擦力与运动,C,4.5,2.5,4.777777777777778,1.0,gemini,1.0,qwen,1.4,glm,1.0,anthropic,5.0,0.3999999999999999,4.0,58,133
ITEM_063,1.0222222222222221,0.06666666666666671,3.7777777777777777,1.7159383568311668,9,Physics,牛顿第三定律,C,4.0,3.5,4.555555555555555,1.0,gemini,1.0,openai,1.2,glm,1.0,anthropic,5.0,0.19999999999999996,4.0,58,145
ITEM_714,1.0222222222222221,0.06666666666666671,3.7777777777777777,1.7159383568311668,9,Geoscience,地球内部结构,C,4.277777777777778,2.0,4.75,1.0,gemini,1.0,openai,1.2,glm,1.0,anthropic,5.0,0.19999999999999996,4.0,58,145
ITEM_132,3.111111111111111,1.0913803695829933,3.111111111111111,1.6158932858054431,9,Chemistry,溶液浓度与稀释,B,4.583333333333334,1.5,4.9,1.0,anthropic,1.4,deepseek,4.8,deepseek,1.0,anthropic,5.0,3.4,4.0,61,4
ITEM_217,3.577777777777778,1.0697871023920809,2.3333333333333335,1.4999999999999998,9,Chemistry,质量守恒,B,4.583333333333334,1.5,4.555555555555555,1.0,anthropic,1.8,deepseek,4.8,deepseek,1.0,openai,5.0,3.0,4.0,62,5
ITEM_196,3.9111111111111114,0.7688375063113865,2.0,1.3228756555322954,9,Biology,遗传信息与性状,A,4.166666666666667,1.3333333333333333,4.444444444444445,1.0,glm,2.6,gemini,5.0,gemini,1.0,glm,5.0,2.4,4.0,63,41
ITEM_755,3.4444444444444446,1.098989434788969,2.4444444444444446,1.130388330520878,9,Physics,圆周运动,B,4.333333333333334,3.5,4.75,1.0,anthropic,1.6,mimo,5.0,glm,1.0,anthropic,4.0,3.4,3.0,64,3
ITEM_320,3.088888888888889,0.8724168218868267,2.7777777777777777,1.092906420717,9,Geoscience,地质时间,B,3.4444444444444446,2.6666666666666665,4.75,1.0,anthropic,1.6,glm,4.6,glm,1.0,openai,4.0,2.9999999999999996,3.0,65,22
ITEM_143,2.9555555555555553,0.6146362971528592,3.2222222222222223,1.092906420717,9,Geoscience,火山与板块边界,B,4.666666666666667,1.0,5.0,1.0,anthropic,1.8,gemini,3.8,gemini,2.0,kimi,5.0,1.9999999999999998,3.0,65,70
ITEM_303,3.644444444444444,0.9043106644167023,2.111111111111111,1.0540925533894598,9,Physics,牛顿第三定律,B,4.25,2.5,5.0,1.0,anthropic,1.8,gemini,4.8,gemini,1.0,anthropic,4.0,3.0,3.0,67,16
ITEM_770,3.6666666666666665,0.8306623862918073,2.111111111111111,1.0540925533894598,9,Geoscience,地质时间,B,4.833333333333333,1.3333333333333333,4.875,1.0,anthropic,2.0,glm,4.6,doubao,1.0,anthropic,4.0,2.5999999999999996,3.0,67,28
ITEM_758,3.5999999999999996,1.374772708486752,1.8888888888888888,1.0540925533894596,9,Chemistry,物质微粒观,B,4.5,1.5,4.875,1.0,mimo,1.0,gemini,4.8,gemini,1.0,anthropic,4.0,3.8,3.0,69,1
ITEM_408,3.3777777777777778,0.8333333333333335,2.5555555555555554,1.0137937550497031,9,Biology,光合作用与细胞呼吸,B,3.333333333333333,2.0,4.875,1.0,mimo,2.4,gemini,4.8,gemini,1.0,kimi,4.0,2.4,3.0,70,25
ITEM_687,2.933333333333333,1.0440306508910548,2.3333333333333335,1.0,9,Climate/Environment,全球变暖与气候变化,B,4.666666666666666,1.0,4.75,1.0,anthropic,1.0,glm,4.6,glm,1.0,anthropic,4.0,3.5999999999999996,3.0,71,7
ITEM_321,2.733333333333333,0.9273618495495705,3.0,1.0,9,Geoscience,岩石循环,B,4.166666666666667,2.0,4.75,1.0,mimo,1.0,gemini,4.0,mimo,1.0,anthropic,4.0,3.0,3.0,71,14
ITEM_302,3.5999999999999996,0.7681145747868608,2.0,1.0,9,Physics,净力与加速度,B,3.166666666666667,2.0,4.75,1.0,anthropic,2.0,glm,4.6,glm,1.0,anthropic,4.0,2.5999999999999996,3.0,71,42
ITEM_733,4.199999999999999,0.5744562646538027,1.6666666666666667,1.0,9,Biology,自然选择,A,4.055555555555556,2.0,4.875,1.0,glm,3.2,gemini,4.8,gemini,1.0,glm,4.0,1.5999999999999996,3.0,71,90
ITEM_149,3.644444444444444,0.8472176684759223,2.0,0.9999999999999999,9,Climate/Environment,海洋垃圾与塑料污染,B,4.833333333333334,1.0,4.9,1.0,anthropic,2.2,gemini,4.8,gemini,1.0,anthropic,4.0,2.5999999999999996,3.0,75,24
ITEM_420,3.4000000000000004,0.8185352771872447,2.3333333333333335,0.9999999999999999,9,Climate/Environment,自然变率与人为影响,B,4.416666666666666,1.0,5.0,1.0,anthropic,2.2,gemini,4.8,gemini,1.0,anthropic,4.0,2.5999999999999996,3.0,75,32
ITEM_226,2.755555555555555,0.9527737285304302,2.7777777777777777,0.97182531580755,9,Biology,遗传信息与性状,B,3.1111111111111107,3.0,4.333333333333333,1.1111111111111112,mimo,1.0,glm,4.0,mimo,1.0,anthropic,4.0,3.0,3.0,77,12
ITEM_451,4.133333333333334,0.8306623862918074,1.7777777777777777,0.97182531580755,9,Physics,惯性,A,4.0,2.0,4.777777777777778,1.0,glm,2.4,openai,4.8,openai,1.0,anthropic,3.0,2.4,2.0,77,27
ITEM_402,4.2444444444444445,0.5811865258054231,1.7777777777777777,0.97182531580755,9,Chemistry,溶液浓度与稀释,B,4.666666666666666,1.5,4.875,1.0,anthropic,3.2,gemini,5.0,gemini,1.0,anthropic,3.0,1.7999999999999998,2.0,77,86
ITEM_314,3.888888888888889,0.8130873945100312,1.7777777777777777,0.9718253158075499,9,Biology,进化没有预设目标,B,3.0,3.0,5.0,1.0,anthropic,2.2,glm,4.6,glm,1.0,anthropic,4.0,2.3999999999999995,3.0,80,33
ITEM_131,3.466666666666667,0.9746794344808964,2.111111111111111,0.9279607271383371,9,Chemistry,化学键,B,4.583333333333334,1.5,5.0,1.0,anthropic,1.6,glm,4.8,glm,1.0,anthropic,4.0,3.1999999999999997,3.0,81,10
ITEM_232,2.6666666666666665,0.812403840463596,2.111111111111111,0.927960727138337,9,Geoscience,地震成因,B,3.9444444444444446,2.0,4.444444444444445,1.0,mimo,1.0,qwen,3.4,mimo,1.0,anthropic,4.0,2.4,3.0,82,34
ITEM_669,3.5999999999999996,0.8,1.8888888888888888,0.927960727138337,9,Chemistry,相变,B,4.583333333333334,1.5,5.0,1.0,anthropic,1.8,gemini,4.4,gemini,1.0,anthropic,4.0,2.6000000000000005,3.0,82,37
ITEM_394,3.577777777777778,0.7902179727419798,2.111111111111111,0.927960727138337,9,Physics,抛体运动,B,4.666666666666666,2.0,4.75,1.0,mimo,2.2,glm,4.6,deepseek,1.0,openai,3.0,2.3999999999999995,2.0,82,39
ITEM_214,3.8000000000000003,0.6999999999999997,2.111111111111111,0.927960727138337,9,Physics,抛体运动,B,3.75,2.5,4.555555555555555,1.0,anthropic,2.6,glm,4.6,qwen,1.0,openai,3.0,1.9999999999999996,2.0,82,50
ITEM_457,4.311111111111111,0.6091888960832352,1.8888888888888888,0.927960727138337,9,Chemistry,质量守恒,A,3.666666666666667,1.5,4.666666666666667,1.1111111111111112,anthropic,3.2,glm,5.0,gemini,1.0,anthropic,3.0,1.7999999999999998,2.0,82,72
ITEM_327,3.1333333333333333,0.8,2.5555555555555554,0.8819171036881969,9,Climate/Environment,全球变暖与气候变化,B,4.75,1.0,4.625,1.0,anthropic,1.6,glm,4.6,glm,1.0,anthropic,4.0,2.9999999999999996,3.0,87,37
ITEM_773,4.311111111111111,0.7557189365836421,1.4444444444444444,0.8819171036881969,9,Geoscience,火山与板块边界,B,4.722222222222222,1.0,4.75,1.0,anthropic,2.6,glm,5.0,gemini,1.0,openai,3.0,2.4,2.0,87,43
ITEM_403,4.199999999999999,0.7280109889280517,1.5555555555555556,0.8819171036881969,9,Biology,自然选择,B,4.111111111111111,1.3333333333333333,4.875,1.0,anthropic,2.8,glm,5.0,openai,1.0,anthropic,3.0,2.2,2.0,87,46
ITEM_108,4.177777777777778,0.5426273532033232,1.5555555555555556,0.8819171036881969,9,Biology,光合作用与细胞呼吸,A,4.222222222222222,2.0,4.9,1.0,glm,3.4,openai,4.8,openai,1.0,glm,3.0,1.4,2.0,87,96
