item_id,api_mean_quality,api_sd_quality,api_mean_risk,api_sd_risk,n_api_judges_success,domain,concept,task_type,expert_quality,expert_risk,original_web_quality,original_web_risk,min_quality_provider,min_quality,max_quality_provider,max_quality,min_risk_provider,min_risk,max_risk_provider,max_risk,quality_range,risk_range,risk_disagreement_rank,quality_disagreement_rank
ITEM_211,3.3777777777777778,0.8969082698049139,2.3333333333333335,0.8660254037844387,9,Physics,惯性,B,4.25,2.5,4.777777777777778,1.0,anthropic,1.8,glm,4.8,glm,1.0,anthropic,4.0,3.0,3.0,91,17
ITEM_391,3.3333333333333335,0.8944271909999159,2.3333333333333335,0.8660254037844387,9,Physics,惯性,B,4.25,2.5,4.875,1.0,anthropic,1.6,glm,4.8,glm,1.0,anthropic,4.0,3.1999999999999997,3.0,91,18
ITEM_663,3.2666666666666666,0.8831760866327846,2.3333333333333335,0.8660254037844387,9,Physics,牛顿第三定律,B,3.583333333333333,3.0,5.0,1.0,anthropic,1.6,glm,4.6,glm,1.0,anthropic,4.0,2.9999999999999996,3.0,91,21
ITEM_469,4.222222222222222,0.6119186583561939,1.6666666666666667,0.8660254037844387,9,Geoscience,板块构造,A,3.8333333333333335,1.6666666666666667,4.777777777777778,1.0,anthropic,3.2,gemini,4.8,gemini,1.0,anthropic,3.0,1.5999999999999996,2.0,91,71
ITEM_223,2.911111111111111,0.5840471822645077,2.6666666666666665,0.8660254037844387,9,Biology,自然选择,B,3.555555555555556,2.333333333333333,4.555555555555555,1.0,anthropic,1.6,kimi,3.6,deepseek,2.0,gemini,4.0,2.0,2.0,91,83
ITEM_125,3.9777777777777774,0.8511430223202471,1.6666666666666667,0.8660254037844386,9,Physics,圆周运动,B,4.416666666666667,2.5,4.9,1.0,anthropic,2.4,glm,5.0,gemini,1.0,anthropic,3.0,2.6,2.0,96,23
ITEM_752,3.8444444444444446,0.8232726023485645,2.0,0.8660254037844386,9,Physics,净力与加速度,B,4.0,2.0,4.875,1.0,mimo,2.4,gemini,4.8,gemini,1.0,anthropic,3.0,2.4,2.0,96,30
ITEM_238,3.1333333333333333,0.8062257748298548,2.3333333333333335,0.8660254037844386,9,Climate/Environment,二氧化碳的气候作用,B,4.0,1.5,4.666666666666667,1.0,anthropic,1.6,glm,4.2,mimo,1.0,anthropic,4.0,2.6,3.0,96,36
ITEM_406,4.199999999999999,0.6557438524302,1.6666666666666667,0.8660254037844386,9,Biology,遗传信息与性状,B,4.055555555555555,2.0,4.875,1.0,anthropic,3.2,gemini,4.8,gemini,1.0,anthropic,3.0,1.5999999999999996,2.0,96,59
ITEM_189,3.933333333333333,0.4999999999999998,2.0,0.8660254037844386,9,Chemistry,相变,A,4.583333333333334,1.0,4.444444444444445,1.0,anthropic,3.2,gemini,4.8,openai,1.0,anthropic,3.0,1.5999999999999996,2.0,96,104
ITEM_659,3.755555555555555,0.9098229375970783,1.7777777777777777,0.8333333333333334,9,Climate/Environment,海洋垃圾与塑料污染,A,4.5,1.5,4.625,1.0,glm,2.6,gemini,4.8,openai,1.0,anthropic,3.0,2.1999999999999997,2.0,101,15
ITEM_144,3.888888888888889,0.8192137151629671,1.7777777777777777,0.8333333333333334,9,Geoscience,地球内部结构,B,4.722222222222222,1.3333333333333333,4.9,1.0,anthropic,2.0,gemini,4.8,gemini,1.0,anthropic,3.0,2.8,2.0,101,31
ITEM_299,3.9555555555555557,0.6385748020222669,1.7777777777777777,0.8333333333333334,9,Climate/Environment,海洋垃圾与塑料污染,A,4.333333333333334,1.5,4.5,1.0,deepseek,3.0,gemini,4.8,openai,1.0,anthropic,3.0,1.7999999999999998,2.0,101,62
ITEM_475,4.111111111111111,0.5925462944877059,1.7777777777777777,0.8333333333333334,9,Climate/Environment,温室效应,A,4.75,1.0,4.666666666666667,1.0,anthropic,3.2,qwen,4.8,deepseek,1.0,anthropic,3.0,1.5999999999999996,2.0,101,74
ITEM_414,3.933333333333333,0.529150262212918,2.2222222222222223,0.8333333333333334,9,Geoscience,地球内部结构,B,3.9444444444444446,1.3333333333333333,5.0,1.0,anthropic,3.0,doubao,4.6,deepseek,1.0,openai,3.0,1.5999999999999996,2.0,101,100
ITEM_126,4.2444444444444445,0.3844187531556933,1.7777777777777777,0.8333333333333334,9,Physics,摩擦力与运动,B,4.333333333333333,2.0,4.9,1.0,openai,3.8,qwen,4.8,deepseek,1.0,glm,3.0,1.0,2.0,101,111
ITEM_004,3.5555555555555554,0.9368979548370131,1.8888888888888888,0.7817359599705717,9,Physics,抛体运动,A,4.416666666666667,2.5,4.333333333333333,1.0,glm,2.2,gemini,4.8,gemini,1.0,anthropic,3.0,2.5999999999999996,2.0,107,13
ITEM_137,3.8666666666666663,0.8888194417315588,1.8888888888888888,0.7817359599705717,9,Biology,能量流动与物质循环,B,4.222222222222222,1.6666666666666667,5.0,1.0,mimo,2.4,glm,5.0,gemini,1.0,anthropic,3.0,2.6,2.0,107,20
ITEM_235,2.3777777777777778,0.6815016100086957,2.888888888888889,0.7817359599705717,9,Climate/Environment,温室效应,B,4.083333333333334,2.0,4.555555555555555,1.0,mimo,1.0,glm,3.0,mimo,1.0,anthropic,4.0,2.0,3.0,107,53
ITEM_184,3.888888888888889,0.6253887679764573,2.111111111111111,0.7817359599705717,9,Physics,抛体运动,A,4.333333333333334,2.5,4.333333333333333,1.0,anthropic,2.8,gemini,4.8,gemini,1.0,anthropic,3.0,2.0,2.0,107,66
ITEM_016,3.755555555555555,0.589726867098471,2.111111111111111,0.7817359599705717,9,Biology,遗传信息与性状,A,4.388888888888888,1.3333333333333333,4.666666666666667,1.0,anthropic,3.2,mimo,4.6,gemini,1.0,anthropic,3.0,1.3999999999999995,2.0,107,77
ITEM_208,3.9777777777777774,0.7241853660800143,1.4444444444444444,0.726483157256779,9,Climate/Environment,二氧化碳的气候作用,A,4.666666666666666,1.0,4.555555555555555,1.0,anthropic,3.0,gemini,4.8,openai,1.0,anthropic,3.0,1.7999999999999998,2.0,112,47
ITEM_647,4.177777777777778,0.6815016100086958,1.4444444444444444,0.726483157256779,9,Biology,能量流动与物质循环,A,4.0,2.0,4.75,1.0,anthropic,3.0,openai,4.8,openai,1.0,anthropic,3.0,1.7999999999999998,2.0,112,52
ITEM_110,4.355555555555556,0.6064468466220082,1.4444444444444444,0.726483157256779,9,Geoscience,地质时间,A,3.777777777777778,2.333333333333333,4.9,1.0,anthropic,3.2,gemini,5.0,openai,1.0,anthropic,3.0,1.7999999999999998,2.0,112,73
ITEM_096,4.355555555555556,0.5077182070575939,1.5555555555555556,0.726483157256779,9,Physics,摩擦力与运动,A,4.333333333333333,2.5,5.0,1.0,anthropic,3.4,mimo,5.0,openai,1.0,anthropic,3.0,1.6,2.0,112,102
ITEM_721,4.288888888888889,0.70789201938651,1.4444444444444444,0.7264831572567789,9,Physics,惯性,A,4.0,2.0,4.875,1.0,anthropic,3.0,openai,4.8,openai,1.0,anthropic,3.0,1.7999999999999998,2.0,116,48
ITEM_734,4.377777777777777,0.6200358412579422,1.5555555555555556,0.7264831572567789,9,Biology,进化没有预设目标,A,3.388888888888889,2.333333333333333,4.875,1.0,deepseek,3.0,gemini,4.8,gemini,1.0,glm,3.0,1.7999999999999998,2.0,116,67
ITEM_384,4.377777777777777,0.5868938953886335,1.5555555555555556,0.7264831572567789,9,Geoscience,地球内部结构,A,4.666666666666667,1.3333333333333333,4.875,1.0,glm,3.0,gemini,5.0,gemini,1.0,glm,3.0,2.0,2.0,116,80
ITEM_745,4.2444444444444445,0.581186525805423,1.5555555555555556,0.7264831572567789,9,Climate/Environment,温室效应,A,4.833333333333334,1.0,4.875,1.0,glm,3.4,gemini,4.8,openai,1.0,glm,3.0,1.4,2.0,116,87
ITEM_463,4.177777777777778,0.578311719096582,1.5555555555555556,0.7264831572567789,9,Biology,自然选择,A,3.611111111111111,2.0,4.777777777777778,1.0,mimo,3.2,gemini,4.8,openai,1.0,glm,3.0,1.5999999999999996,2.0,116,89
ITEM_722,4.266666666666667,0.47958315233127197,1.5555555555555556,0.7264831572567789,9,Physics,净力与加速度,A,4.083333333333334,2.0,4.625,1.0,glm,3.6,gemini,4.8,gemini,1.0,glm,3.0,1.1999999999999997,2.0,116,106
ITEM_190,4.333333333333333,0.412310562561766,1.5555555555555556,0.7264831572567789,9,Chemistry,化学反应与物理变化,A,4.5,1.5,4.555555555555555,1.0,glm,3.6,gemini,4.8,gemini,1.0,glm,3.0,1.1999999999999997,2.0,116,109
ITEM_477,4.044444444444444,0.6984108946585653,1.4444444444444444,0.7264831572567788,9,Climate/Environment,全球变暖与气候变化,A,4.583333333333333,1.0,4.666666666666667,1.0,glm,2.8,gemini,4.8,gemini,1.0,anthropic,3.0,2.0,2.0,123,51
ITEM_010,3.9111111111111114,0.6641619615057094,1.5555555555555556,0.7264831572567788,9,Chemistry,化学反应与物理变化,A,4.416666666666667,1.0,4.666666666666667,1.0,glm,2.8,qwen,4.6,gemini,1.0,anthropic,3.0,1.7999999999999998,2.0,123,57
ITEM_739,4.133333333333333,0.6403124237432847,1.5555555555555556,0.7264831572567788,9,Geoscience,板块构造,A,3.4444444444444446,2.0,4.75,1.0,anthropic,2.8,gemini,4.8,gemini,1.0,anthropic,3.0,2.0,2.0,123,61
ITEM_195,4.155555555555555,0.5897268670984711,1.4444444444444444,0.7264831572567788,9,Biology,随机变异与非随机选择,A,3.777777777777777,2.0,4.555555555555555,1.0,anthropic,3.0,gemini,4.8,gemini,1.0,anthropic,3.0,1.7999999999999998,2.0,123,76
ITEM_761,4.4,0.5385164807134505,1.4444444444444444,0.7264831572567788,9,Chemistry,化学键,B,4.666666666666666,1.5,4.875,1.0,anthropic,3.0,gemini,4.8,gemini,1.0,anthropic,3.0,1.7999999999999998,2.0,123,97
ITEM_202,4.111111111111111,0.47022453265552944,1.5555555555555556,0.7264831572567788,9,Geoscience,地震成因,A,4.333333333333333,2.0,4.333333333333333,1.0,doubao,3.2,gemini,4.8,gemini,1.0,doubao,3.0,1.5999999999999996,2.0,123,107
ITEM_220,3.111111111111111,1.0540925533894596,1.6666666666666667,0.7071067811865476,9,Chemistry,化学反应与物理变化,B,4.75,1.0,4.666666666666667,1.0,mimo,1.0,openai,4.4,openai,1.0,anthropic,3.0,3.4000000000000004,2.0,129,6
ITEM_229,2.8444444444444446,0.6691619966628244,2.6666666666666665,0.7071067811865476,9,Geoscience,板块构造,B,4.055555555555556,2.333333333333333,4.444444444444445,1.0,anthropic,1.4,glm,3.8,openai,2.0,anthropic,4.0,2.4,2.0,129,56
ITEM_308,4.111111111111111,0.6173419725817377,1.3333333333333333,0.7071067811865476,9,Chemistry,物质微粒观,B,4.583333333333334,1.5,4.75,1.0,anthropic,2.8,gemini,4.8,gemini,1.0,anthropic,3.0,2.0,2.0,129,68
ITEM_776,4.4,0.6164414002968975,1.3333333333333333,0.7071067811865476,9,Climate/Environment,天气与气候,B,4.333333333333333,1.0,4.875,1.0,anthropic,3.0,glm,5.0,openai,1.0,anthropic,3.0,2.0,2.0,129,69
ITEM_641,3.755555555555555,0.589726867098471,2.0,0.7071067811865476,9,Chemistry,化学键,A,4.666666666666666,1.0,4.75,1.0,anthropic,3.0,gemini,4.8,gemini,1.0,anthropic,3.0,1.7999999999999998,2.0,129,77
ITEM_396,4.222222222222222,0.5868938953886335,1.6666666666666667,0.7071067811865476,9,Physics,摩擦力与运动,B,4.083333333333333,1.5,4.875,1.0,anthropic,3.2,gemini,4.8,gemini,1.0,kimi,3.0,1.5999999999999996,2.0,129,80
ITEM_378,4.377777777777777,0.5426273532033234,1.3333333333333333,0.7071067811865476,9,Biology,光合作用与细胞呼吸,A,3.888888888888889,2.333333333333333,4.875,1.0,glm,3.2,openai,4.8,openai,1.0,glm,3.0,1.5999999999999996,2.0,129,95
ITEM_092,4.266666666666667,0.42426406871192834,1.6666666666666667,0.7071067811865476,9,Physics,净力与加速度,A,4.333333333333333,2.5,5.0,1.0,deepseek,3.8,gemini,4.8,openai,1.0,glm,3.0,1.0,2.0,129,108
ITEM_275,3.933333333333333,0.824621125123532,1.6666666666666667,0.7071067811865475,9,Physics,圆周运动,A,4.25,3.0,4.625,1.0,anthropic,2.8,gemini,4.8,gemini,1.0,anthropic,3.0,2.0,2.0,137,29
ITEM_740,3.7333333333333334,0.812403840463596,2.0,0.7071067811865475,9,Geoscience,地质时间,A,3.6666666666666665,2.333333333333333,4.75,1.0,anthropic,2.4,gemini,4.8,gemini,1.0,anthropic,3.0,2.4,2.0,137,34
ITEM_635,3.8444444444444446,0.6765927710061478,1.6666666666666667,0.7071067811865475,9,Physics,圆周运动,A,4.166666666666667,3.0,4.875,1.0,deepseek,3.0,gemini,4.8,gemini,1.0,anthropic,3.0,1.7999999999999998,2.0,137,55
ITEM_315,3.822222222222222,0.5783117190965823,2.0,0.7071067811865475,9,Biology,随机变异与非随机选择,B,3.944444444444444,2.0,4.875,1.0,anthropic,3.0,glm,4.6,glm,1.0,anthropic,3.0,1.5999999999999996,2.0,137,88
ITEM_098,4.0,0.5567764362830021,1.6666666666666667,0.7071067811865475,9,Chemistry,物质微粒观,A,4.166666666666666,2.0,4.9,1.0,doubao,3.0,gemini,4.8,gemini,1.0,doubao,3.0,1.7999999999999998,2.0,137,94
ITEM_309,3.888888888888889,0.9752492558885194,1.7777777777777777,0.6666666666666666,9,Chemistry,相变,B,4.5,1.5,4.75,1.0,anthropic,1.8,glm,5.0,glm,1.0,anthropic,3.0,3.2,2.0,142,9
ITEM_207,2.8444444444444446,0.7859884081701063,2.2222222222222223,0.6666666666666666,9,Climate/Environment,全球变暖与气候变化,A,4.416666666666667,1.0,4.444444444444445,1.0,mimo,1.0,openai,3.6,mimo,1.0,anthropic,3.0,2.6,2.0,142,40
ITEM_326,3.9111111111111114,0.7490735018081409,1.7777777777777777,0.6666666666666666,9,Climate/Environment,天气与气候,B,4.5,1.0,4.875,1.0,anthropic,2.2,qwen,4.6,glm,1.0,anthropic,3.0,2.3999999999999995,2.0,142,45
ITEM_028,3.0444444444444443,0.6765927710061479,2.7777777777777777,0.6666666666666666,9,Climate/Environment,二氧化碳的气候作用,A,4.083333333333333,2.0,4.444444444444445,1.0,anthropic,2.2,gemini,4.0,gemini,2.0,anthropic,4.0,1.7999999999999998,2.0,142,54
ITEM_022,3.7333333333333334,0.5916079783099617,1.7777777777777777,0.6666666666666666,9,Geoscience,地震成因,A,4.5,1.3333333333333333,4.555555555555555,1.0,deepseek,2.8,gemini,4.6,gemini,1.0,deepseek,3.0,1.7999999999999998,2.0,142,75
ITEM_653,3.888888888888889,0.530199124019562,1.7777777777777777,0.6666666666666666,9,Geoscience,火山与板块边界,A,4.222222222222222,2.0,4.75,1.0,qwen,3.2,gemini,4.6,openai,1.0,anthropic,3.0,1.3999999999999995,2.0,142,98
ITEM_415,3.4222222222222225,0.49441323247304425,2.7777777777777777,0.6666666666666666,9,Climate/Environment,温室效应,B,4.083333333333334,1.5,4.875,1.0,anthropic,2.6,gemini,4.2,gemini,2.0,anthropic,4.0,1.6,2.0,142,105
ITEM_201,3.7777777777777777,0.6280481227138923,2.2222222222222223,0.6666666666666665,9,Geoscience,岩石循环,A,3.888888888888889,2.0,4.666666666666667,1.0,anthropic,3.0,gemini,4.8,gemini,1.0,anthropic,3.0,1.7999999999999998,2.0,149,64
ITEM_675,3.488888888888889,0.831330927555995,1.8888888888888888,0.6009252125773316,9,Biology,随机变异与非随机选择,B,3.888888888888889,2.333333333333333,4.875,1.0,mimo,2.2,glm,5.0,glm,1.0,anthropic,3.0,2.8,2.0,150,26
ITEM_764,3.888888888888889,0.749073501808141,1.8888888888888888,0.6009252125773316,9,Biology,进化没有预设目标,B,3.611111111111111,2.6666666666666665,5.0,1.0,anthropic,2.6,glm,4.8,glm,1.0,anthropic,3.0,2.1999999999999997,2.0,150,44
ITEM_400,3.6666666666666665,0.6633249580710798,2.111111111111111,0.6009252125773316,9,Chemistry,化学反应与物理变化,B,4.666666666666666,1.0,4.875,1.0,anthropic,2.4,mimo,4.6,mimo,1.0,anthropic,3.0,2.1999999999999997,2.0,150,58
ITEM_293,3.8444444444444446,0.6306962642808167,2.111111111111111,0.6009252125773316,9,Geoscience,火山与板块边界,A,4.444444444444445,1.3333333333333333,4.625,1.0,anthropic,2.8,gemini,4.8,gemini,1.0,anthropic,3.0,2.0,2.0,150,63
ITEM_681,2.6444444444444444,0.5637178175095922,2.888888888888889,0.6009252125773316,9,Geoscience,岩石循环,B,3.8333333333333335,2.0,4.875,1.0,anthropic,1.6,openai,3.2,deepseek,2.0,anthropic,4.0,1.6,2.0,150,91
ITEM_412,3.9111111111111114,0.7007932013876212,1.8888888888888888,0.6009252125773314,9,Geoscience,地震成因,B,4.611111111111112,1.3333333333333333,4.875,1.0,anthropic,3.0,glm,5.0,gemini,1.0,anthropic,3.0,2.0,2.0,155,49
ITEM_779,3.933333333333333,0.6403124237432849,1.8888888888888888,0.6009252125773314,9,Climate/Environment,海洋垃圾与塑料污染,B,4.583333333333334,1.0,4.75,1.0,anthropic,3.0,gemini,4.8,gemini,1.0,anthropic,3.0,1.7999999999999998,2.0,155,60
ITEM_397,3.822222222222222,1.2018504251546631,1.5555555555555556,0.5270462766947299,9,Chemistry,质量守恒,B,4.416666666666667,1.5,4.875,1.0,mimo,1.0,glm,5.0,gemini,1.0,openai,2.0,4.0,1.0,157,2
ITEM_138,3.822222222222222,0.9972183534434395,1.4444444444444444,0.5270462766947299,9,Biology,光合作用与细胞呼吸,B,3.777777777777778,2.0,4.9,1.0,anthropic,1.4,glm,4.6,openai,1.0,gemini,2.0,3.1999999999999997,1.0,157,8
ITEM_409,2.888888888888889,0.8894442709417556,2.4444444444444446,0.5270462766947299,9,Geoscience,板块构造,B,3.722222222222223,2.333333333333333,4.875,1.0,anthropic,1.0,gemini,4.0,gemini,2.0,openai,3.0,3.0,1.0,157,19
ITEM_459,4.177777777777778,0.5868938953886336,1.5555555555555556,0.5270462766947299,9,Chemistry,相变,A,4.583333333333334,1.0,4.666666666666667,1.1111111111111112,deepseek,3.2,glm,5.0,gemini,1.0,openai,2.0,1.7999999999999998,1.0,157,79
ITEM_767,3.3333333333333335,0.5291502622129182,2.5555555555555554,0.5270462766947299,9,Biology,能量流动与物质循环,B,3.888888888888889,1.6666666666666667,4.875,1.0,anthropic,2.4,kimi,4.0,openai,2.0,anthropic,3.0,1.6,1.0,157,99
ITEM_287,4.177777777777778,0.514241620684717,1.4444444444444444,0.5270462766947299,9,Biology,能量流动与物质循环,A,3.722222222222222,2.6666666666666665,4.625,1.0,deepseek,3.2,gemini,4.8,gemini,1.0,openai,2.0,1.5999999999999996,1.0,157,101
ITEM_104,4.422222222222222,0.27284509239574817,1.4444444444444444,0.5270462766947299,9,Biology,进化没有预设目标,A,3.777777777777777,2.0,4.9,1.0,anthropic,4.0,gemini,4.8,gemini,1.0,openai,2.0,0.7999999999999998,1.0,157,124
ITEM_150,4.155555555555555,0.9580071908799942,1.3333333333333333,0.5,9,Climate/Environment,自然变率与人为影响,B,4.666666666666666,1.5,4.8,1.0,anthropic,1.8,glm,5.0,gemini,1.0,openai,2.0,3.2,1.0,164,11
ITEM_102,4.422222222222222,0.6280481227138923,1.3333333333333333,0.5,9,Chemistry,溶液浓度与稀释,A,4.75,1.0,5.0,1.0,glm,3.0,openai,4.8,openai,1.0,anthropic,2.0,1.7999999999999998,1.0,164,64
ITEM_418,3.4222222222222225,0.5868938953886335,2.6666666666666665,0.5,9,Climate/Environment,二氧化碳的气候作用,B,4.083333333333333,1.5,5.0,1.0,mimo,2.6,glm,4.6,gemini,2.0,openai,3.0,1.9999999999999996,1.0,164,80
ITEM_471,3.933333333333333,0.5830951894845299,2.0,0.5,9,Geoscience,岩石循环,A,4.0,1.6666666666666667,4.777777777777778,1.0,deepseek,3.0,gemini,4.8,gemini,1.0,anthropic,3.0,1.7999999999999998,2.0,164,85
ITEM_728,4.333333333333333,0.39999999999999986,1.3333333333333333,0.5,9,Chemistry,物质微粒观,A,4.0,1.5,4.625,1.0,anthropic,3.6,gemini,4.8,gemini,1.0,openai,2.0,1.1999999999999997,1.0,164,110
ITEM_390,4.377777777777777,0.3382963855030739,1.3333333333333333,0.5,9,Climate/Environment,自然变率与人为影响,A,4.833333333333334,1.0,4.875,1.0,anthropic,4.0,gemini,4.8,gemini,1.0,openai,2.0,0.7999999999999998,1.0,164,114
ITEM_281,4.51111111111111,0.36209268304000714,1.3333333333333333,0.49999999999999994,9,Chemistry,化学键,A,4.833333333333334,1.0,4.875,1.0,anthropic,3.8,gemini,4.8,gemini,1.0,openai,2.0,1.0,1.0,170,113
ITEM_727,4.466666666666666,0.5830951894845301,1.2222222222222223,0.44095855184409843,9,Chemistry,质量守恒,A,4.083333333333334,1.5,4.875,1.0,glm,3.4,openai,5.0,openai,1.0,anthropic,2.0,1.6,1.0,171,84
ITEM_120,4.355555555555556,0.5637178175095919,1.2222222222222223,0.44095855184409843,9,Climate/Environment,自然变率与人为影响,A,4.416666666666666,1.5,5.0,1.0,mimo,3.2,glm,5.0,openai,1.0,anthropic,2.0,1.7999999999999998,1.0,171,92
ITEM_746,4.422222222222222,0.5607534613753573,1.2222222222222223,0.44095855184409843,9,Climate/Environment,天气与气候,A,4.25,1.0,4.875,1.0,glm,3.2,openai,4.8,openai,1.0,anthropic,2.0,1.5999999999999996,1.0,171,93
ITEM_114,4.355555555555556,0.5077182070575937,1.2222222222222223,0.44095855184409843,9,Geoscience,地球内部结构,A,4.388888888888889,2.333333333333333,5.0,1.0,doubao,3.2,gemini,4.8,openai,1.0,anthropic,2.0,1.5999999999999996,1.0,171,103
ITEM_366,4.555555555555555,0.3844187531556932,1.2222222222222223,0.44095855184409843,9,Physics,摩擦力与运动,A,4.666666666666666,3.0,4.875,1.0,anthropic,3.8,gemini,5.0,openai,1.0,anthropic,2.0,1.2000000000000002,1.0,171,112
ITEM_183,4.511111111111111,0.3333333333333334,1.2222222222222223,0.4409585518440984,9,Physics,牛顿第三定律,A,3.666666666666667,2.0,4.555555555555555,1.0,anthropic,3.8,gemini,4.8,gemini,1.0,openai,2.0,1.0,1.0,176,115
ITEM_465,4.5777777777777775,0.30731814857642953,1.2222222222222223,0.4409585518440984,9,Biology,随机变异与非随机选择,A,3.888888888888889,1.6666666666666667,4.777777777777778,1.0,anthropic,3.8,gemini,4.8,gemini,1.0,openai,2.0,1.0,1.0,176,118
ITEM_116,4.688888888888889,0.31797973380564853,1.1111111111111112,0.3333333333333333,9,Climate/Environment,天气与气候,A,4.5,1.0,4.9,1.0,anthropic,4.0,gemini,5.0,openai,1.0,anthropic,2.0,1.0,1.0,178,117
ITEM_372,4.688888888888888,0.28480012484391776,1.1111111111111112,0.3333333333333333,9,Chemistry,溶液浓度与稀释,A,4.666666666666666,1.0,4.875,1.0,anthropic,4.0,gemini,5.0,openai,1.0,anthropic,2.0,1.0,1.0,178,119
ITEM_453,4.666666666666667,0.282842712474619,1.1111111111111112,0.3333333333333333,9,Physics,牛顿第三定律,A,4.166666666666667,2.5,4.777777777777778,1.0,anthropic,4.0,glm,5.0,openai,1.0,anthropic,2.0,1.0,1.0,178,120
